z,mu_mean,mu_sigma,dl_mpc_mean,dl_mpc_sigma
0.99,43.9703370889756,0.05423569714076745,6225.88500402244,155.35798441391498
1.0,43.998732353205526,0.05524955970548834,6307.90578338027,160.35837886210822
1.01,44.02681735343047,0.056238766692727114,6390.093558301309,165.3688487944807
1.02,44.054594827908225,0.05720291077400333,6472.434886456816,170.3852879110908
1.03,44.08206752147092,0.058141728307230696,6554.916425339977,175.40391177111798
1.04,44.109238185397615,0.05905508976762441,6637.5249437062375,180.42125757725822
1.05,44.136109577113025,0.05994299092370002,6720.24733229273,185.43418438671586
1.06,44.162684459738216,0.06080554467932958,6803.070613842596,190.4398736393786
1.07,44.188965601518134,0.06164297351028486,6885.9819524591485,195.43582989943786
1.08,44.21495577514542,0.062455602430587384,6968.968662313984,200.41988171268704
1.09,44.24065775700067,0.0632438524304562,7052.018215732137,205.3901824882203
1.1,44.266074326323675,0.06400823433334535,7135.118250676891,210.34521131913513
1.11,44.29120826433134,0.0647493430248105,7218.256577656122,215.28377366278897
1.12,44.31606235329416,0.0654678520104792,7301.42118607149,220.2050018062087
1.1300000000000001,44.34063937558237,0.06616450826451864,7384.600250031326,225.10835504713614
1.1400000000000001,44.36494211269148,0.0668401273335583,7467.78213364758,229.99361952531927
1.1500000000000001,44.388973344255945,0.06749558866421773,7550.955395836693,234.86090764239268
1.1600000000000001,44.41273584705765,0.06813183112521268,7634.108794644024,239.7106570120133
1.17,44.43623239403615,0.06874984869752768,7717.231291110826,244.54362888479469
1.18,44.45946575330596,0.06935068630842704,7800.3120527025485,249.36090599527975
1.19,44.48243868718547,0.06993543578717434,7883.340456316876,254.16388978070202
1.2,44.505153951241866,0.07050523192224466,7966.306090889368,258.9542969236204
1.21,44.527614293355164,0.07106124860168062,8049.198759614441,263.73415517306836
1.22,44.54982245280452,0.07160469502001988,8132.008481798769,268.50579840147856
1.23,44.57178115937889,0.0721368119369497,8214.725494364113,273.2718608574457
1.24,44.59349313251443,0.07265886797461431,8297.340253015882,278.0352705777387
1.25,44.61496108045983,0.0731721559422864,8379.843433093558,282.79924192577806
1.26,44.636187699471364,0.0736779891788976,8462.225930118728,287.56726722795975
1.27,44.65717567303793,0.07417769790583305,8544.478860055799,292.3431074843566
1.28,44.67792767113759,0.07467262558432239,8626.593559300478,297.1307821359962
1.29,44.69844634952531,0.07516412527375284,8708.561584410272,301.9345578773741
1.3,44.71873434905299,0.07565355598930858,8790.374711591166,306.7589365102216
1.31,44.73879429502111,0.07614227905945689,8872.024935954085,311.6086418426913
1.32,44.75862879656246,0.0766316544859063,8953.504470554268,316.4886056468392
1.33,44.7782404460578,0.07712303731085882,9034.805745226444,321.40395269712076
1.34,44.79763181858261,0.07761777399848209,9115.921405228135,326.35998492274877
1.35,44.81680547138535,0.07811719883959266,9196.84430970308,331.362164717496
1.36,44.835763943395946,0.07862263039053413,9277.567529976302,336.4160974616971
1.37,44.85450975476456,0.07913536795907751,9358.084347692056,341.52751332250466
1.3800000000000001,44.873045406429625,0.0796566881518271,9438.388252805253,346.70224840962203
1.3900000000000001,44.89137337971492,0.08018784149909043,9518.472941437032,351.94622537486293
1.4000000000000001,44.909496135954384,0.08073004917434104,9598.332313604024,357.265433554232
1.4100000000000001,44.927416116144514,0.08128449982629479,9677.960470831367,362.66590876091226
1.42,44.9451357406232,0.08185234654221724,9757.3517136584,368.15371284633443
1.43,44.962657408774454,0.08243470396124616,9836.500539045872,373.7349131537025
1.44,44.97998349875803,0.08303264555636224,9915.4016376935,379.41556199422274
1.45,44.99711636726339,0.08364720110310077,9994.049891275663,385.20167628049984
1.46,45.01405834928677,0.08427935435212028,10072.440369603211,391.0992174535658
1.47,45.03081175793116,0.08493004092147872,10150.568327718867,397.1140718403766
1.48,45.04737888422771,0.08560014642274459,10228.429202933421,403.2520315764547
1.49,45.063761996978386,0.08629050483313822,10306.018611809366,409.5187762244828
1.5,45.079963342618356,0.0870018971235815,10383.332347098776,415.91985521326427
1.51,45.09598514509836,0.08773505015008162,10460.366374641406,422.46067121348176
1.52,45.11182960578506,0.08849063581316191,10537.116830229166,429.14646455642804
1.53,45.12749890337948,0.08926927048731932,10613.580016442445,435.98229879044794
1.54,45.14299519385258,0.09007151471960669,10689.752399463765,442.9730474564201
1.55,45.15832061039695,0.09089787319368409,10765.630605873903,450.1233821497061
1.56,45.17347726339446,0.09174879495291034,10841.211419435194,457.43776192072175
1.57,45.18846724039835,0.09262467387347882,10916.491777866819,464.9204240509214
1.58,45.20329260613004,0.09352584937619489,10991.468769616276,472.57537622519635
1.59,45.217955402489245,0.09445260736334976,11066.139630631193,480.40639010640666
1.6,45.23245764857693,0.09540518136523767,11140.501741135437,488.41699630245824
1.61,45.2468013407309,0.09638375387932628,11214.552622413088,496.6104807024602
1.62,45.260988452572704,0.09738845788378796,11288.289933603883,504.9898821448711
1.6300000000000001,45.27502093506594,0.09841937850623302,11361.711468513164,513.5579913689445
1.6400000000000001,45.28890071658484,0.09947655482785235,11434.815152439609,522.3173511897961
1.6500000000000001,45.30262970299298,0.10055998180293378,11507.599039023451,531.2702578285625
1.6600000000000001,45.316209777731444,0.10166961227375067,11580.06130711789,540.418763321406
1.6700000000000002,45.32964280191572,0.10280535906114045,11652.200257686185,549.7646789252714
1.68,45.342930614441244,0.1039670971116717,11724.014310726787,559.3095794339152
1.69,45.3560750320968,0.10515466568308547,11795.502002228575,569.0548083148701
1.7,45.36907784968532,0.10636787055070113,11866.661981158244,579.0014835766847
1.71,45.38194084015184,0.10760648621860877,11937.493006481642,589.1505042757934
1.72,45.39466575471801,0.1088702581207166,12007.993944220781,599.5025575734268
1.73,45.407254323022705,0.11015890479809477,12078.163764547988,610.0581262554518
1.74,45.41970825326863,0.11147212004040995,12148.001538918637,620.8174966310033
1.75,45.43202923237411,0.11280957498069866,12217.506437243796,631.7807667299046
1.76,45.44421892613006,0.11417092013411334,12286.67772510375,642.9478547233671
1.77,45.456278979361635,0.11555578737266549,12355.514761003727,654.3185074975261
1.78,45.468211016094095,0.11696379182933302,12424.0169936723,665.8923093147673
1.79,45.480016639722926,0.1183945337261524,12492.183959403748,677.6686905033496
1.8,45.49169743318747,0.1198476001221346,12560.015279444708,689.646936121548
1.81,45.50325495914802,0.12132256657794031,12627.510657425864,701.8261945481944
1.82,45.51469076016622,0.12281899873526379,12694.669876839163,714.20548595704
1.83,45.526006358887955,0.12433645380980732,12761.492798560921,726.7837106377283
1.84,45.53720325822927,0.1258744819975567,12827.979358421257,739.5596571315239
1.85,45.54828294156421,0.12743262779478173,12894.12956481992,752.5320101545364
1.86,45.55924687291509,0.12901043123282993,12959.943496388805,765.6993582860371
